Index,Doppler
321,4.208470485
322,4.242145054
323,4.249160589
324,4.324928369
325,4.308091085
326,4.282835158
327,4.262256255
328,4.228581686
329,4.15562012
330,3.994062366
331,3.904965069
332,3.753429509
333,3.690613486
334,3.950749531
335,4.01676941
336,4.039549265
337,4.022711981
338,3.804879613
339,3.7905184
340,3.798937042
341,3.832611611
342,3.807355684
343,3.824192968
344,3.841030253
345,3.809651677
346,3.801233035
347,3.624441548
348,3.559568481
349,3.458544774
350,3.433288848
351,3.408032921
352,3.375761459
353,3.291575037
354,3.274737752
355,3.224225899
356,3.148458119
357,3.140039476
358,3.120395978
359,3.097946265
360,3.064271696
361,3.047434412
362,3.000808085
363,2.723834756
364,2.624140308
365,2.525592672
366,2.466662177
367,2.449824892
368,2.390894397
369,2.315126616
370,2.214102909
371,2.214102909
372,2.180428341
373,2.155172414
374,2.172009698
375,2.138335129
376,2.146753772
377,2.146753772
378,2.155172414
379,2.163591056
380,2.163591056
381,2.172009698
382,2.163591056
383,2.155172414
384,2.163591056
385,2.172009698
386,2.172009698
387,2.172009698
388,2.172009698
389,2.163591056
390,2.163591056
391,2.264614763
392,2.407731681
393,2.736058728
394,3.129562361
395,3.317578704
396,3.752110162
397,4.042145965
398,4.376366062
399,4.785818208
400,5.158714537
401,5.622610755
402,6.078546695
403,6.410159066
404,6.787668708
405,7.080678524
406,7.798427909
407,8.369797497
408,8.862755771
409,9.290547517
410,9.538055599
411,9.655916591
412,9.655916591
413,9.664335233
414,9.782196224
415,9.98395334
416,10.3269215
417,10.59480702
418,10.8419349
419,11.3730747
420,11.70473743
421,12.02671357
422,12.12942101
423,12.33306038
424,12.74378808
425,13.00964088
426,13.24707128
427,13.41132342
428,13.56274607
429,13.74854145
430,13.8557098
431,13.92807604
432,13.99346911
433,14.03548847
434,14.35676352
435,14.20258888
436,14.16315276
437,14.1692575
438,14.33260085
439,14.46989488
440,14.77740492
441,15.09359346
442,15.18619852
443,15.05991889
444,14.84974313
445,14.54044953
446,14.28098266
447,14.03385478
448,13.51113363
449,13.09834579
450,12.66239419
451,12.23977835
452,11.64263535
453,11.0438913
454,10.34350704
455,9.846909192
456,9.377578408
457,8.850378189
458,8.291686477
459,7.720621911
460,7.192319731
461,6.795314287
462,6.375785282
463,5.761500419
464,5.197925678
465,4.665992209
466,4.16692919
467,3.575794093
468,3.190991987
469,2.765620955
470,2.449432415
471,2.359888675
472,2.379787283
473,2.410655638
474,2.396624568
475,2.407849424
476,2.416268067
477,2.441523993
478,2.430044027
479,2.400902573
480,2.39248393
481,2.39248393
482,2.39248393
483,2.39248393
484,2.370034218
485,2.340892764
486,2.315636837
487,2.315636837
488,2.315636837
489,2.315636837
490,2.315636837
491,2.324055479
492,2.324055479
493,2.324055479
494,2.324055479
495,2.324055479
496,2.349311406
497,2.357730048
498,2.529710883
499,2.70940535
500,2.773693163
501,3.061840327
502,3.544509149
503,3.912282036
504,4.441891166
505,4.699846999
506,4.855456096
507,5.074340794
508,5.270685257
509,5.621691095
510,5.990006693
511,6.199977535
512,6.438826442
513,6.809741915
514,7.143559381
515,7.453219005
516,7.671338372
517,7.893349994
518,8.152601003
519,8.346229774
520,8.629096154
521,8.860361208
522,9.05398998
523,9.230781467
524,9.478375894
525,9.704793062
526,10.18018327
527,10.2607617
528,10.34204514
529,10.49498381
530,10.42315523
531,10.29647471
532,10.24580402
533,9.983228309
534,10.00842632
535,10.11042768
536,10.15492621
537,10.36558484
538,10.13805242
539,10.12261824
540,9.986310519
541,9.923050436
542,9.746324978
543,9.58465423
544,9.544391159
545,9.519900563
546,9.64707958
547,9.631969196
548,9.563888002
549,9.407301257
550,9.289487428
551,9.14637051
552,8.998720477
553,8.773575763
554,8.521902668
555,8.046512464
556,7.802371839
557,7.558231214
558,7.329524767
559,7.101726212
560,6.723288199
561,6.386542509
562,6.099865587
563,5.825130384
564,5.52542672
565,5.2452062
566,4.829784472
567,4.69789241
568,4.336592347
569,4.27134787
570,4.095759046
571,3.901569031
572,3.729422312
573,3.460025761
574,3.266396989
575,2.91720635
576,2.673065725
577,2.558998114
578,2.424299838
579,2.310848612
580,2.260336758
581,2.231195304
582,2.237887046
583,2.2670285
584,2.283865784
585,2.2670285
586,2.241772573
587,2.233353931
588,2.233353931
589,2.233353931
590,2.236027138
591,2.239128059
592,2.2746127
593,2.305230577
594,2.303745802
595,2.316272882
596,2.332140516
597,2.352890499
598,2.350920564
599,2.385066106
600,2.317994505
601,2.05078125
602,2.115885417
603,2.197265625
